seats,is_trial,tenure_days,total_subscriptions,active_subscriptions,churned_subscriptions,total_mrr,avg_mrr,max_mrr,total_arr,num_upgrades,num_downgrades,num_trials,has_auto_renew,pct_annual_billing,subscription_duration_avg,sub_churn_ratio,ever_upgraded,ever_downgraded,net_plan_movement,total_usage_events,total_usage_count,avg_usage_count,total_usage_duration_secs,avg_usage_duration_secs,total_error_count,avg_error_count,unique_features_used,beta_feature_usage_count,usage_days,days_since_last_usage,error_rate,feature_breadth_ratio,usage_density,total_tickets,avg_resolution_hours,max_resolution_hours,avg_first_response_mins,avg_satisfaction_score,min_satisfaction_score,num_escalated,num_urgent_tickets,num_high_tickets,pct_urgent,escalation_rate,has_low_satisfaction,critical_ticket_count,churn_event_count,total_refund_usd,avg_refund_usd,had_preceding_upgrade,had_preceding_downgrade,is_reactivation,days_since_last_churn,plan_tier_encoded,latest_plan_tier_encoded,tenure_bucket_encoded,seats_bucket_encoded,recency_bucket_encoded,industry_Cybersecurity,industry_DevTools,industry_EdTech,industry_FinTech,industry_HealthTech,country_AU,country_CA,country_DE,country_FR,country_IN,country_UK,country_US,referral_source_ads,referral_source_event,referral_source_organic,referral_source_other,referral_source_partner,main_churn_reason_budget,main_churn_reason_competitor,main_churn_reason_features,main_churn_reason_none,main_churn_reason_pricing,main_churn_reason_support,main_churn_reason_unknown,target
3,0,91,10,7,3,23905,2390.5,10945,286860,1,1,0,1,0.4,33.9,0.3,1,1,0,50,518,10.36,152228,3044.56,36,0.72,28,7,49,7,0.72,0.7,1.0204081632653061,5.0,40.0,64.0,75.6,3.2,3.0,0.0,4.0,1.0,0.8,0.0,0.0,5.0,2.0,0.0,0.0,False,False,False,12.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
70,0,486,12,12,0,69230,5769.166666666667,13930,830760,0,0,1,1,0.5833333333333334,208.0,0.0,0,0,0,59,600,10.169491525423728,202100,3425.423728813559,42,0.711864406779661,31,5,55,17,0.711864406779661,0.775,1.0727272727272728,5.0,49.2,68.0,84.0,5.0,5.0,0.0,1.0,2.0,0.2,0.0,0.0,3.0,1.0,0.0,0.0,False,False,False,375.0,0,0,3,3,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
12,0,313,6,5,1,14708,2451.3333333333335,5572,176496,0,0,1,1,0.5,159.5,0.16666666666666666,0,0,0,20,215,10.75,79605,3980.25,18,0.9,16,2,19,51,0.9,0.4,1.0526315789473684,4.0,34.0,68.0,98.5,5.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,19.08,9.54,True,False,False,156.0,1,2,2,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,0,698,11,9,2,21237,1930.6363636363637,8159,254844,1,1,2,1,0.2727272727272727,349.45454545454544,0.18181818181818182,1,1,0,55,530,9.636363636363637,135061,2455.6545454545453,37,0.6727272727272727,30,5,52,79,0.6727272727272727,0.75,1.0576923076923077,6.0,47.833333333333336,67.0,87.5,4.25,3.0,1.0,0.0,3.0,0.0,0.16666666666666666,0.0,3.0,1.0,0.0,0.0,False,False,False,662.0,2,2,3,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
163,0,267,7,6,1,54605,7800.714285714285,32437,655260,1,0,2,1,0.2857142857142857,107.28571428571429,0.14285714285714285,1,0,1,29,271,9.344827586206897,81944,2825.655172413793,25,0.8620689655172413,16,4,28,42,0.8620689655172413,0.4,1.0357142857142858,4.0,37.5,66.0,105.5,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,45.83,22.915,True,False,False,128.0,2,1,2,3,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
29,0,128,15,13,2,50817,3387.8,11542,609804,0,2,3,1,0.6,44.8,0.13333333333333333,0,1,-2,62,629,10.14516129032258,158587,2557.8548387096776,24,0.3870967741935484,30,5,62,64,0.3870967741935484,0.75,1.0,2.0,70.5,71.0,106.5,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,False,False,False,0.0,0,2,1,2,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
5,0,68,7,7,0,6449,921.2857142857143,2401,77388,0,0,1,1,0.2857142857142857,32.285714285714285,0.0,0,0,0,43,446,10.372093023255815,130195,3027.7906976744184,19,0.4418604651162791,27,8,41,5,0.4418604651162791,0.675,1.048780487804878,1.0,56.0,56.0,12.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,False,False,False,0.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
61,0,670,12,11,1,43859,3654.9166666666665,12139,526308,0,0,1,1,0.5,344.5,0.08333333333333333,0,0,0,49,453,9.244897959183673,124458,2539.9591836734694,29,0.5918367346938775,32,3,48,40,0.5918367346938775,0.8,1.0208333333333333,5.0,27.6,67.0,126.0,4.333333333333333,4.0,0.0,1.0,2.0,0.2,0.0,0.0,3.0,2.0,0.0,0.0,False,False,False,28.0,2,1,3,3,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
22,0,149,4,3,1,2332,583.0,1078,27984,0,0,0,1,0.25,54.75,0.25,0,0,0,16,171,10.6875,44864,2804.0,17,1.0625,14,3,16,25,1.0625,0.35,1.0,1.0,2.0,2.0,2.0,3.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,False,False,False,0.0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2,0,420,7,7,0,1989,284.14285714285717,784,23868,0,0,1,1,0.7142857142857143,170.71428571428572,0.0,0,0,0,33,357,10.818181818181818,124753,3780.3939393939395,18,0.5454545454545454,21,7,31,36,0.5454545454545454,0.525,1.064516129032258,5.0,50.4,72.0,105.2,3.75,3.0,0.0,2.0,0.0,0.4,0.0,0.0,2.0,1.0,0.0,0.0,False,False,False,58.0,2,0,3,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
29,0,226,7,7,0,19790,2827.1428571428573,10945,237480,1,0,1,1,0.42857142857142855,109.71428571428571,0.0,1,0,1,42,432,10.285714285714286,142787,3399.690476190476,26,0.6190476190476191,27,2,41,25,0.6190476190476191,0.675,1.024390243902439,3.0,42.0,59.0,81.0,5.0,5.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.0,1.0,3.0,0.0,0.0,True,False,False,102.0,1,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
16,0,401,16,15,1,34589,2161.8125,10348,415068,3,1,2,1,0.75,182.4375,0.0625,1,1,2,72,749,10.402777777777779,222610,3091.8055555555557,48,0.6666666666666666,33,5,71,5,0.6666666666666666,0.825,1.0140845070422535,4.0,41.0,58.0,72.5,4.0,3.0,0.0,1.0,0.0,0.25,0.0,0.0,1.0,1.0,12.99,12.99,False,False,True,174.0,0,2,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
10,1,41,8,6,2,9027,1128.375,3582,108324,1,0,1,1,0.625,19.0,0.25,1,0,1,44,478,10.863636363636363,150601,3422.75,16,0.36363636363636365,27,7,44,3,0.36363636363636365,0.675,1.0,9.0,28.444444444444443,64.0,66.11111111111111,4.5,4.0,0.0,3.0,1.0,0.3333333333333333,0.0,0.0,4.0,0.0,0.0,0.0,False,False,False,0.0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
28,0,456,6,4,2,8540,1423.3333333333333,5572,102480,1,0,1,1,0.6666666666666666,95.0,0.3333333333333333,1,0,1,26,285,10.961538461538462,91776,3529.846153846154,15,0.5769230769230769,19,1,25,30,0.5769230769230769,0.475,1.04,4.0,26.0,52.0,98.25,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,10.5,5.25,False,False,False,201.0,1,0,3,2,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
4,1,200,11,11,0,10362,942.0,5174,124344,2,0,3,1,0.45454545454545453,96.9090909090909,0.0,1,0,2,61,606,9.934426229508198,179167,2937.1639344262294,31,0.5081967213114754,31,5,60,9,0.5081967213114754,0.775,1.0166666666666666,2.0,29.0,36.0,52.5,5.0,5.0,0.0,1.0,1.0,0.5,0.0,0.0,2.0,3.0,28.95,9.65,True,True,False,3.0,2,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
8,0,285,14,11,3,18746,1339.0,4508,224952,2,1,1,1,0.42857142857142855,165.85714285714286,0.21428571428571427,1,1,1,75,782,10.426666666666666,239679,3195.72,43,0.5733333333333334,35,6,74,12,0.5733333333333334,0.875,1.0135135135135136,6.0,16.0,31.0,88.0,4.0,3.0,1.0,3.0,1.0,0.5,0.16666666666666666,0.0,4.0,1.0,0.0,0.0,False,False,False,76.0,1,1,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
11,0,313,11,11,0,16577,1507.0,6766,198924,0,3,0,1,0.6363636363636364,140.72727272727272,0.0,0,1,-3,61,623,10.21311475409836,168474,2761.8688524590166,55,0.9016393442622951,29,9,58,2,0.9016393442622951,0.725,1.0517241379310345,5.0,29.2,47.0,103.8,3.75,3.0,1.0,1.0,1.0,0.2,0.2,0.0,2.0,1.0,0.0,0.0,True,False,True,253.0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
14,0,394,14,14,0,25079,1791.357142857143,12338,300948,1,1,3,1,0.42857142857142855,174.07142857142858,0.0,1,1,0,54,599,11.092592592592593,182273,3375.425925925926,19,0.35185185185185186,27,7,50,18,0.35185185185185186,0.675,1.08,6.0,29.666666666666668,65.0,129.83333333333334,4.25,3.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,True,False,False,13.0,2,0,3,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
19,0,321,9,8,1,28120,3124.4444444444443,6169,337440,1,0,0,1,0.3333333333333333,218.55555555555554,0.1111111111111111,1,0,1,46,441,9.58695652173913,133497,2902.108695652174,35,0.7608695652173914,29,2,44,28,0.7608695652173914,0.725,1.0454545454545454,5.0,33.4,72.0,80.6,4.0,3.0,1.0,0.0,3.0,0.0,0.2,0.0,3.0,3.0,0.0,0.0,False,False,False,1.0,1,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
3,0,473,16,15,1,17831,1114.4375,3184,213972,4,1,3,1,0.5,210.0625,0.0625,1,1,3,83,806,9.710843373493976,260271,3135.7951807228915,43,0.5180722891566265,37,8,81,22,0.5180722891566265,0.925,1.0246913580246915,6.0,34.666666666666664,56.0,125.33333333333333,3.0,3.0,2.0,1.0,2.0,0.16666666666666666,0.3333333333333333,0.0,3.0,1.0,0.0,0.0,False,False,False,194.0,2,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
5,0,730,10,8,2,28081,2808.1,11542,336972,2,1,0,1,0.6,428.0,0.2,1,1,1,44,393,8.931818181818182,111038,2523.590909090909,20,0.45454545454545453,28,6,41,12,0.45454545454545453,0.7,1.0731707317073171,5.0,26.6,40.0,91.6,4.0,3.0,0.0,4.0,0.0,0.8,0.0,0.0,4.0,0.0,0.0,0.0,False,False,False,0.0,0,2,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
13,0,201,10,9,1,15072,1507.2,4557,180864,0,0,0,1,0.6,72.2,0.1,0,0,0,44,410,9.318181818181818,127529,2898.3863636363635,45,1.0227272727272727,29,1,42,12,1.0227272727272727,0.725,1.0476190476190477,5.0,28.6,50.0,99.0,4.0,3.0,0.0,3.0,2.0,0.6,0.0,0.0,5.0,1.0,0.0,0.0,False,True,True,26.0,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5,1,279,17,16,1,30550,1797.0588235294117,7363,366600,2,1,3,1,0.5294117647058824,154.94117647058823,0.058823529411764705,1,1,1,87,871,10.011494252873563,261911,3010.4712643678163,55,0.632183908045977,36,9,83,9,0.632183908045977,0.9,1.0481927710843373,2.0,37.5,55.0,120.0,5.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,True,False,False,9.0,0,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
2,0,437,6,2,4,13343,2223.8333333333335,7960,160116,0,0,1,1,0.5,239.83333333333334,0.6666666666666666,0,0,0,22,205,9.318181818181818,57539,2615.409090909091,14,0.6363636363636364,17,2,22,13,0.6363636363636364,0.425,1.0,3.0,32.333333333333336,71.0,94.33333333333333,4.333333333333333,3.0,1.0,0.0,2.0,0.0,0.3333333333333333,0.0,2.0,2.0,6.51,3.255,False,True,True,258.0,0,2,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
20,0,702,7,7,0,27661,3951.5714285714284,6169,331932,1,0,1,1,0.2857142857142857,268.57142857142856,0.0,1,0,1,37,362,9.783783783783784,102382,2767.0810810810813,23,0.6216216216216216,26,5,35,39,0.6216216216216216,0.65,1.0571428571428572,7.0,36.57142857142857,62.0,106.57142857142857,3.4,3.0,0.0,3.0,2.0,0.42857142857142855,0.0,0.0,5.0,0.0,0.0,0.0,False,False,False,0.0,1,2,3,1,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
45,0,167,13,11,2,61935,4764.2307692307695,10547,743220,3,1,2,1,0.38461538461538464,92.61538461538461,0.15384615384615385,1,1,2,77,765,9.935064935064934,230759,2996.87012987013,41,0.5324675324675324,34,7,73,12,0.5324675324675324,0.85,1.0547945205479452,3.0,37.0,58.0,47.333333333333336,3.0,3.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.0,1.0,4.0,59.52,14.88,True,False,True,70.0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
3,0,615,8,7,1,9514,1189.25,2842,114168,1,1,0,1,0.375,298.5,0.125,1,1,0,43,445,10.348837209302326,144345,3356.860465116279,27,0.627906976744186,29,5,40,1,0.627906976744186,0.725,1.075,2.0,59.0,60.0,66.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,False,False,211.0,1,2,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
3,0,433,12,10,2,17040,1420.0,5970,204480,1,1,3,1,0.5,230.66666666666666,0.16666666666666666,1,1,0,55,528,9.6,169908,3089.2363636363634,33,0.6,28,8,54,3,0.6,0.7,1.0185185185185186,4.0,40.25,65.0,74.0,3.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,True,False,False,195.0,1,2,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,1,248,4,4,0,8889,2222.25,6766,106668,0,1,0,1,0.5,125.0,0.0,0,1,-1,15,158,10.533333333333333,48510,3234.0,3,0.2,14,1,15,16,0.2,0.35,1.0,2.0,56.5,66.0,137.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,True,False,104.0,1,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
4,0,536,12,10,2,32270,2689.1666666666665,24079,387240,3,0,2,1,0.3333333333333333,335.75,0.16666666666666666,1,0,3,65,624,9.6,202756,3119.3230769230768,40,0.6153846153846154,30,6,64,16,0.6153846153846154,0.75,1.015625,5.0,20.2,43.0,119.8,4.0,4.0,0.0,1.0,1.0,0.2,0.0,0.0,2.0,4.0,0.0,0.0,True,False,True,14.0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
23,1,449,15,13,2,60970,4064.6666666666665,19303,731640,0,1,3,1,0.4,226.13333333333333,0.13333333333333333,0,1,-1,65,625,9.615384615384615,189526,2915.7846153846153,35,0.5384615384615384,33,5,63,1,0.5384615384615384,0.825,1.0317460317460319,2.0,56.5,57.0,98.5,4.0,4.0,0.0,1.0,1.0,0.5,0.0,0.0,2.0,1.0,0.0,0.0,False,False,False,442.0,1,1,3,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
19,1,729,11,9,2,6460,587.2727272727273,1083,77520,1,0,2,1,0.5454545454545454,395.90909090909093,0.18181818181818182,1,0,1,70,687,9.814285714285715,225366,3219.5142857142855,33,0.4714285714285714,31,8,67,13,0.4714285714285714,0.775,1.044776119402985,3.0,54.333333333333336,69.0,149.33333333333334,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.0,1.0,1.0,0.0,0.0,False,True,False,433.0,2,0,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
50,1,56,12,10,2,52204,4350.333333333333,9950,626448,2,0,0,1,0.6666666666666666,27.333333333333332,0.16666666666666666,1,0,2,51,507,9.941176470588236,157547,3089.156862745098,34,0.6666666666666666,28,4,46,3,0.6666666666666666,0.7,1.108695652173913,3.0,42.0,71.0,58.666666666666664,4.666666666666667,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,35.14,17.57,False,True,False,23.0,2,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
32,0,236,7,6,1,18656,2665.1428571428573,6368,223872,1,0,0,1,0.2857142857142857,76.28571428571429,0.14285714285714285,1,0,1,45,435,9.666666666666666,133441,2965.3555555555554,33,0.7333333333333333,27,6,45,3,0.7333333333333333,0.675,1.0,4.0,39.0,71.0,94.5,5.0,5.0,0.0,2.0,0.0,0.5,0.0,0.0,2.0,3.0,32.14,10.713333333333333,True,False,False,88.0,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
4,0,265,9,8,1,20964,2329.3333333333335,10547,251568,0,0,2,1,0.1111111111111111,172.66666666666666,0.1111111111111111,0,0,0,47,474,10.085106382978724,144424,3072.851063829787,40,0.851063829787234,29,3,47,19,0.851063829787234,0.725,1.0,5.0,52.2,64.0,90.8,3.0,3.0,0.0,1.0,0.0,0.2,0.0,0.0,1.0,1.0,10.4,10.4,False,False,False,12.0,2,1,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
19,0,339,5,5,0,8436,1687.2,3781,101232,0,0,1,1,0.6,250.4,0.0,0,0,0,24,231,9.625,80389,3349.5416666666665,15,0.625,16,2,23,39,0.625,0.4,1.0434782608695652,3.0,50.666666666666664,60.0,67.33333333333333,3.0,3.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,False,False,False,0.0,0,2,2,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
27,1,406,10,10,0,21075,2107.5,5373,252900,1,1,1,1,0.5,209.6,0.0,1,1,0,57,595,10.43859649122807,196965,3455.5263157894738,22,0.38596491228070173,32,4,56,2,0.38596491228070173,0.8,1.0178571428571428,7.0,36.0,65.0,113.14285714285714,3.6666666666666665,3.0,0.0,2.0,1.0,0.2857142857142857,0.0,0.0,3.0,1.0,0.0,0.0,False,False,False,90.0,1,0,3,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
24,0,52,7,5,2,15960,2280.0,4776,191520,0,0,2,1,0.5714285714285714,25.714285714285715,0.2857142857142857,0,0,0,30,292,9.733333333333333,107443,3581.4333333333334,21,0.7,22,3,29,5,0.7,0.55,1.0344827586206897,5.0,42.6,70.0,110.0,3.5,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,False,False,0.0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
15,1,217,12,12,0,20915,1742.9166666666667,3582,250980,0,0,3,1,0.4166666666666667,130.91666666666666,0.0,0,0,0,61,552,9.049180327868852,157263,2578.0819672131147,34,0.5573770491803278,34,6,58,6,0.5573770491803278,0.85,1.0517241379310345,1.0,16.0,16.0,99.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,False,False,172.0,1,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
15,0,629,11,9,2,23905,2173.181818181818,12338,286860,0,0,2,1,0.7272727272727273,402.27272727272725,0.18181818181818182,0,0,0,49,505,10.306122448979592,141942,2896.7755102040815,33,0.673469387755102,28,7,47,11,0.673469387755102,0.7,1.0425531914893618,5.0,30.6,59.0,115.0,3.3333333333333335,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,False,False,0.0,2,1,3,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
9,1,584,13,12,1,12610,970.0,3781,151320,0,0,3,1,0.5384615384615384,313.46153846153845,0.07692307692307693,0,0,0,64,642,10.03125,193363,3021.296875,22,0.34375,32,4,62,14,0.34375,0.8,1.032258064516129,6.0,31.5,64.0,48.333333333333336,4.333333333333333,4.0,0.0,2.0,1.0,0.3333333333333333,0.0,0.0,3.0,2.0,0.0,0.0,False,False,False,114.0,0,1,3,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4,0,251,13,13,0,15717,1209.0,11144,188604,0,0,1,1,0.6153846153846154,121.92307692307692,0.0,0,0,0,68,678,9.970588235294118,193777,2849.6617647058824,30,0.4411764705882353,31,3,65,2,0.4411764705882353,0.775,1.0461538461538462,2.0,39.5,63.0,96.5,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,False,False,True,16.0,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
44,0,649,7,7,0,46666,6666.571428571428,13930,559992,3,0,0,1,0.7142857142857143,309.0,0.0,1,0,3,40,371,9.275,103455,2586.375,35,0.875,26,2,40,24,0.875,0.65,1.0,5.0,27.4,49.0,80.0,4.0,3.0,1.0,2.0,0.0,0.4,0.2,0.0,2.0,1.0,0.0,0.0,False,False,False,557.0,1,2,3,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
31,0,407,12,11,1,31968,2664.0,9353,383616,0,0,0,1,0.5833333333333334,169.08333333333334,0.08333333333333333,0,0,0,54,547,10.12962962962963,174663,3234.5,17,0.3148148148148148,29,3,50,33,0.3148148148148148,0.725,1.08,5.0,33.6,55.0,37.6,4.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,False,False,220.0,2,0,3,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
15,0,661,7,7,0,12030,1718.5714285714287,5771,144360,1,1,2,1,0.5714285714285714,342.14285714285717,0.0,1,1,0,35,347,9.914285714285715,98097,2802.7714285714287,22,0.6285714285714286,26,4,35,52,0.6285714285714286,0.65,1.0,2.0,39.5,67.0,118.5,3.5,3.0,0.0,1.0,1.0,0.5,0.0,0.0,2.0,2.0,0.0,0.0,False,False,True,27.0,0,0,3,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
11,1,639,15,14,1,20088,1339.2,4975,241056,2,1,2,1,0.6666666666666666,265.26666666666665,0.06666666666666667,1,1,1,101,1005,9.950495049504951,273639,2709.29702970297,47,0.46534653465346537,38,7,96,2,0.46534653465346537,0.95,1.0520833333333333,1.0,32.0,32.0,175.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,False,False,175.0,1,2,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
9,0,561,7,7,0,14751,2107.285714285714,8358,177012,0,1,1,1,0.42857142857142855,231.14285714285714,0.0,0,1,-1,37,386,10.432432432432432,120014,3243.6216216216217,24,0.6486486486486487,28,4,37,13,0.6486486486486487,0.7,1.0,6.0,38.833333333333336,66.0,91.66666666666667,4.2,3.0,0.0,2.0,1.0,0.3333333333333333,0.0,0.0,3.0,2.0,0.0,0.0,True,False,True,70.0,1,2,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
8,0,674,10,10,0,18190,1819.0,5572,218280,1,1,2,1,0.3,219.6,0.0,1,1,0,50,492,9.84,149078,2981.56,21,0.42,28,7,46,4,0.42,0.7,1.0869565217391304,2.0,36.5,47.0,137.0,3.5,3.0,0.0,1.0,0.0,0.5,0.0,0.0,1.0,1.0,0.0,0.0,False,False,True,326.0,0,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
5,1,481,7,6,1,17114,2444.8571428571427,6368,205368,0,0,3,1,0.7142857142857143,226.57142857142858,0.14285714285714285,0,0,0,41,419,10.21951219512195,134119,3271.1951219512193,19,0.4634146341463415,24,3,40,11,0.4634146341463415,0.6,1.025,7.0,39.142857142857146,72.0,101.14285714285714,3.3333333333333335,3.0,1.0,0.0,2.0,0.0,0.14285714285714285,0.0,2.0,1.0,11.13,11.13,False,True,False,26.0,0,2,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1
5,0,552,12,11,1,11956,996.3333333333334,5970,143472,3,1,0,1,0.5833333333333334,272.0833333333333,0.08333333333333333,1,1,2,55,545,9.909090909090908,173217,3149.4,45,0.8181818181818182,29,2,52,13,0.8181818181818182,0.725,1.0576923076923077,6.0,29.0,51.0,96.83333333333333,3.75,3.0,0.0,1.0,3.0,0.16666666666666666,0.0,0.0,4.0,2.0,0.0,0.0,True,True,False,60.0,2,0,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
6,0,32,7,5,2,4818,688.2857142857143,1372,57816,0,0,0,1,0.42857142857142855,14.857142857142858,0.2857142857142857,0,0,0,35,311,8.885714285714286,82471,2356.3142857142857,24,0.6857142857142857,22,5,32,25,0.6857142857142857,0.55,1.09375,5.0,52.2,68.0,82.4,4.333333333333333,3.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,False,False,False,23.0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
